Work Order Operation Nr,Work Order ID,Work Order id (auto),Status,Operation id,Operation key,Operation Description,Duration,Duration unit,Predescesor Operation key,Required Skill,Required skill description,Order basic start date,Order basic end date,Operation scheduled start,Operation scheduled end,Confirmed work,Confirmed work unit,Asset Work center,Assigned technician(s),Technician First Name (from Assigned technician(s))
876,100,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
877,100,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
880,101,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
881,101,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
882,101,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
883,101,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
884,101,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
885,101,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
886,101,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
887,101,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
888,101,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
889,101,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
890,102,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
891,102,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
892,102,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
893,102,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
894,102,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
895,102,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
896,102,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
897,102,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
898,102,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
899,102,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
900,103,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
901,103,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
902,103,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
903,103,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
904,103,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
905,103,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
906,103,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
907,103,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
908,103,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
909,103,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Flanders,,
910,104,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
911,104,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
912,104,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
913,104,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
914,104,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
915,104,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
916,104,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
917,104,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
918,104,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
919,104,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
920,105,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
921,105,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
922,105,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
923,105,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
924,105,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
925,105,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
926,105,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
927,105,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
928,105,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
929,105,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
930,106,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
931,106,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
932,106,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
933,106,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
934,106,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
935,106,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
936,106,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
937,106,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
938,106,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
939,106,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
940,107,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
941,107,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
942,107,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
943,107,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
944,107,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
945,107,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
946,107,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
947,107,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
948,107,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
949,107,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
950,108,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
951,108,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
952,108,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
953,108,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
954,108,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
955,108,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
956,108,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
957,108,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
958,108,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
959,108,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
961,109,,To do,1,Corrective-Breakdown-1,Secure the Area,"15,0",Minutes,,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
962,109,,To do,2,Corrective-Breakdown-2,Preliminary Inspection,"20,0",Minutes,1,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
963,109,,To do,3,Corrective-Breakdown-3,Diagnostics and Troubleshooting,"1,0",Hours,2,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
964,109,,To do,4,Corrective-Breakdown-4,Component Repair or Replacement,"1,0",Hours,3,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
965,109,,To do,7,Corrective-Breakdown-7,Post-Repair Adjustments,"20,0",Minutes,6,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
966,109,,To do,5,Corrective-Breakdown-5,Control System Reset,"30,0",Minutes,4,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
967,109,,To do,6,Corrective-Breakdown-6,Detailed Testing and Validation,"45,0",Minutes,5,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
968,109,,To do,20,Corrective-Breakdown-8,System Cleanup and Safety Checks,"15,0",Minutes,7,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
969,109,,To do,22,Corrective-Breakdown-10,Restore Service,"15,0",Minutes,21,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
970,109,,To do,21,Corrective-Breakdown-9,Documentation and Reporting,"20,0",Minutes,20,"1,2,4","Electrician, Mecanician, Inspector Senior",,,,,"0,0",Minutes,Wallonia,,
975,110,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
976,110,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
977,110,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
978,110,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
979,110,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
980,110,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
981,110,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
983,111,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
984,111,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
985,111,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
986,111,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
987,111,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
988,111,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
989,111,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
990,112,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
991,112,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
992,112,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
993,112,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
994,112,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
995,112,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
996,112,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
997,113,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
998,113,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
999,113,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1000,113,,To do,11,Corrective-Low-4,Testing and Validation,"5,0",Minutes,10,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1001,113,,To do,12,Corrective-Low-5,Documentation and Reporting,"5,0",Minutes,11,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1002,113,,To do,13,Corrective-Low-6,Post-Maintenance Adjustments,"5,0",Minutes,12,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1003,113,,To do,14,Corrective-Low-7,System Cleanup and Safety Checks,"10,0",Minutes,13,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1004,114,,To do,8,Corrective-Low-1,Diagnostics and Troubleshooting,"30,0",Minutes,,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1005,114,,To do,9,Corrective-Low-2,Component Repair and Replacement,"1,0",Hours,8,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
1006,114,,To do,10,Corrective-Low-3,Control System Checks,"5,0",Minutes,9,"1,2,3,4","Electrician, Mecanician, Inspector Junior, Inspector Senior",,,,,"0,0",Minutes,Brussels,,
